start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
41.77644036281179,42.19439954648526,44,46,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
41.76483038548753,42.00863990929705,72,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41.206267573696145,41.34558730158731,61,46,2,2,2,2,2,2,2,2,2,2,2,1
40.96245804988663,41.101777777777784,41,51,1,2,2,1,1,1,1,1,1,1,1,1
40.69542857142857,40.939238095238096,87,82,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.231029478458055,40.405179138322,87,90,1,1,1,1,1,1,2,2,2,2,2,2,1,1,0
39.99882993197279,40.231029478458055,87,110,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1
39.82468027210885,39.99882993197279,87,90,-1,0,0,0,1,1,1,1,2,2,2,2,2,2,2
38.91781814058957,39.196457596371886,70,50,2,2,2,1,1,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2
38.743668480725624,38.91781814058957,70,64,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2
38.592738775510206,38.743668480725624,70,46,2,2,2,2,2,2,2,3,3,3,3,2,2
38.38375918367347,38.592738775510206,70,61,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
37.83809024943311,38.00062993197279,85,70,2,2,2,2,2,2,2,2,2,2,2,2,2,2
37.5697768707483,37.83809024943311,85,72,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
36.40877913832199,36.58292879818594,82,61,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
36.02564988662131,36.269459410430834,79,65,0,0,0,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1
35.22327755102041,35.39742721088435,41,37,1,1,1,0,2,2,2,2,2,2,2,2,1,1,1
34.816928344671204,35.00268798185941,72,42,1,1,2,2,2,2,2,2,2,0,0,3,3,3,1,1
33.08575782312925,33.24829750566893,39,36,0,0,0,1,2,2,2,2,2,1,1,1,1,1
32.69101859410431,32.93482811791383,62,53,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1,1
32.48203900226757,32.621358730158725,57,60,1,1,1,1,1,1,1,1,1,1,1,1
32.2846693877551,32.42398911564626,59,59,3,2,0,0,0,0,0,0,1,1,1,1
31.459077097505666,31.62161678004535,39,43,0,0,2,2,2,2,2,1,1,1,1,1,1,1
31.1339977324263,31.30814739229025,41,36,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,1
29.00808798185941,29.147407709750567,67,78,1,1,1,1,1,1,1,1,-4,0,0,0
28.47402902494331,28.648178684807256,67,59,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1
26.766078458049886,26.917008163265304,39,44,1,1,1,1,1,2,2,1,1,1,1,1,1
26.173969614512473,26.382949206349206,66,63,0,0,0,0,0,0,0,4,4,4,1,1,1,1,1,0,0,0
25.743116553287983,25.930160090702948,68,49,0,1,1,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,-1
24.860758276643992,25.000078004535148,40,47,-4,2,2,2,2,2,2,2,1,1,1,1
24.303479365079365,24.616948752834467,67,52,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,2
24.04805986394558,24.222209523809525,67,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
23.12958775510204,23.419837188208618,66,70,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0
22.85094829931973,23.12958775510204,65,44,-2,-1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
21.700276643990932,21.887320181405897,73,63,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1
20.7366485260771,20.910798185941044,67,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20.58571882086168,20.7366485260771,67,43,1,1,1,1,1,1,1,1,1,-7,-7,-7,-7
20.272249433106577,20.423179138322,57,49,0,1,1,1,2,2,2,1,1,1,1,1,-1
19.912340136054425,20.05165986394558,53,47,2,2,2,2,2,-1,-1,-1,-1,0,0,1
19.017087981859408,19.202847619047617,39,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.819718367346937,18.98225804988662,46,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.48302902494331,18.622348752834466,45,60,1,1,1,1,1,1,1,1,1,1,1,2
18.192779591836732,18.48302902494331,45,70,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
17.75031655328798,17.87931020408163,44,36,1,1,1,1,0,2,2,2,2,2,2,2
17.13498775510204,17.355577324263038,39,41,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
16.914398185941042,17.16981768707483,51,39,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,2,2
16.078479818594104,16.229409523809522,39,34,1,1,1,1,1,1,1,1,1,1,1,1,1
15.833386394557824,16.055259863945576,82,69,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
15.55474693877551,15.74050657596372,85,48,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,1,1,1
15.427037188208617,15.566356916099773,41,45,1,1,1,1,1,1,1,1,1,1,1,1
15.322547392290248,15.473477097505668,79,77,1,1,1,0,0,0,1,1,1,1,1,1,1
14.846538321995464,14.997468027210884,75,67,1,1,1,1,1,1,1,-1,-1,-1,0,0,0
14.347309297052155,14.544678911564626,67,38,0,0,0,0,0,1,-8,-8,-7,-7,-7,-7,1,1,1,1,1
14.33569931972789,14.556288888888888,39,44,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
14.184769614512472,14.509848979591837,64,55,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
14.045449886621315,14.207989569160997,40,40,1,1,1,1,1,2,2,2,2,-1,1,1,1,1
12.63935873015873,12.98765804988662,56,57,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,-1,-1,0,0,2,2,2,2,1,1,1,1,1,1
11.453857142857144,11.5931768707483,39,57,1,1,2,1,1,1,1,1,1,1,1,1
10.699208616780046,10.884968253968255,55,42,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0
10.478619047619048,10.629548752834468,52,72,1,1,1,2,2,2,2,2,2,2,2,2,2
9.896836281179137,10.072269841269842,53,72,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
9.374387301587301,9.513707029478457,54,72,1,1,1,1,1,1,1,1,1,2,2,2
9.130577777777777,9.374387301587301,54,66,2,2,0,0,0,0,0,0,0,1,2,2,2,2,1,-4,-4,-4,-4,-4,-4
8.863548299319728,9.130577777777777,54,79,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2,2,2,2
8.64295873015873,8.817108390022675,52,71,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
8.515248979591837,8.654568707482992,40,32,2,1,1,1,1,1,1,0,0,0,1,1
7.167207709750567,7.306527437641724,62,69,2,1,1,1,1,1,1,1,1,1,1,1
6.215189569160998,6.517048979591837,64,56,1,1,1,1,2,2,2,2,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5.261887528344671,5.494087074829932,74,46,1,1,1,1,1,1,1,-2,-2,-2,-2,-3,-3,-3,-3,0,0,0,0,0
4.031229931972789,4.182159637188208,64,81,1,1,1,1,1,1,1,1,1,1,1,1,1
2.1955696145124715,2.392939229024943,44,37,1,1,1,1,2,2,2,1,1,1,1,1,0,0,1,1,1
1.3931972789115645,1.5789569160997732,39,41,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1.3699773242630386,1.6370068027210884,67,57,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
1.1145578231292517,1.3119274376417234,67,71,1,1,1,1,1,1,1,1,1,-4,1,1,1,1,1,1,1
0.7778684807256235,0.9752380952380952,71,62,1,1,1,1,1,0,0,0,0,2,2,2,1,1,1,1,1
0.1509297052154195,0.3831292517006803,40,40,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10448979591836735,0.33668934240362813,59,42,2,2,2,2,2,2,2,2,-2,-2,-1,-5,-5,1,1,1,1,1,1,1
4.124109750566893,4.2634294784580495,60,80,2,2,1,1,1,1,1,1,1,1,1,1
50.18719954648526,50.326519274376416,73,76,6,2,2,2,2,2,2,2,2,2,2,2
39.48670702947846,39.626026757369615,82,72,-1,-1,0,1,1,1,1,1,1,1,1,1
36.652588662131514,36.80351836734694,83,64,2,2,2,2,2,2,2,2,2,2,1,1,1
13.452057142857143,13.67264671201814,68,41,2,2,2,2,-4,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,1
11.268097505668935,11.44224716553288,39,54,2,2,2,2,2,2,2,0,0,0,1,1,1,1,1
53.661150566893426,53.9514,39,51,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
51.139217687074826,51.27853741496598,39,52,2,2,2,2,3,1,1,1,1,1,1,1
9.722686621315193,9.862006349206348,39,49,2,2,2,2,2,2,2,2,2,1,1,1
36.989278004535144,37.25630748299319,82,42,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.08189977324263,38.22121950113379,86,43,0,0,0,0,0,0,0,0,0,0,-1,-1
